Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw),Zn(mol/kgw),Ni(mol/kgw),Cu(mol/kgw),Cd(mol/kgw),Co(mol/kgw),Pb(mol/kgw)
32.9,9.374106050128686e-15,1.8928239645515068e-13,2.092448875471352e-10,1.175191832066306e-06,1.2018359113654168e-06,1.661849808609337e-07,3.2250985347427677e-08,1.2956565710340385e-08,1.1397654459946318e-07,1.5942488944783752e-10,1.3480579007122167e-13,5.528331582123345e-11,0.0,0.0,0.0,0.0,0.0,0.0
35.9,6.556598124243432e-09,1.3239114203668642e-07,0.00014635365013689685,0.82197283885507,0.8406086980421308,0.11525441859044029,0.021576004983893202,0.009062303539002283,0.07971943079495675,0.00011150769209576479,9.428817911762808e-08,3.866720547827824e-05,0.0,0.0,0.0,0.0,0.0,0.0
38.9,6.556607251954247e-09,1.323913263438572e-07,0.00014635385388185628,0.8219739831573795,0.8406098682881965,0.11525442033856359,0.021575876318437374,0.009062316155009074,0.07971954177566577,0.00011150784733022232,9.428831038009704e-08,3.8667259308490724e-05,0.0,0.0,0.0,0.0,0.0,0.0
41.9,6.556607259605534e-09,1.323913264983518e-07,0.00014635385405265209,0.8219739841166147,0.8406098692691941,0.11525438811515377,0.0215758439857173,0.009062316165584863,0.07971954186869648,0.00011150784746034548,9.428831049013643e-08,3.8667259353616255e-05,0.0,0.0,0.0,0.0,0.0,0.0
44.9,6.556607333351647e-09,1.3239132798743793e-07,0.0001463538556987908,0.8219739933618879,0.8406098787240944,0.11525407725400322,0.021575532070921267,0.009062316267514777,0.0797195427653516,0.00011150784871453767,9.428831155066466e-08,3.8667259788532904e-05,0.0,0.0,0.0,0.0,0.0,0.0
47.9,6.556607471669491e-09,1.3239133078036602e-07,0.00014635385878616176,0.8219740107023574,0.8406098964575275,0.11525349420232137,0.021574947042897193,0.009062316458693,0.07971954444710576,0.000111507851066925,9.428831353970692e-08,3.866726060425191e-05,0.0,0.0,0.0,0.0,0.0,0.0
50.8,6.556607693100659e-09,1.323913352515128e-07,0.00014635386372885352,0.8219740384622233,0.8406099248467671,0.11525256081133338,0.021574010488178343,0.009062316764747337,0.07971954713940893,0.00011150785483279071,9.428831672404327e-08,3.8667261910129666e-05,0.0,0.0,0.0,0.0,0.0,0.0
53.8,6.556608007048945e-09,1.3239134159076888e-07,0.00014635387073667065,0.8219740778205628,0.8406099650974398,0.11525123743623197,0.021572682627494375,0.009062317198675606,0.0797195509565961,0.00011150786017208817,9.428832123883448e-08,3.866726376162268e-05,0.0,0.0,0.0,0.0,0.0,0.0
56.8,6.556608411134512e-09,1.3239134975008418e-07,0.0001463538797565002,0.8219741284790526,0.8406100169044618,0.11524953410774999,0.021570973525576985,0.009062317757188668,0.07971955586973367,0.00011150786704434801,9.428832704985987e-08,3.8667266144696926e-05,0.0,0.0,0.0,0.0,0.0,0.0
59.8,6.556608891626517e-09,1.3239135945220033e-07,0.0001463538904818389,0.8219741887162764,0.8406100785073887,0.11524750870626542,0.021568941258990074,0.009062318421307943,0.07971956171186946,0.00011150787521604646,9.428833395965702e-08,3.8667268978373416e-05,0.0,0.0,0.0,0.0,0.0,0.0
62.8,6.556609426322177e-09,1.3239137024879976e-07,0.00014635390241709268,0.8219742557487977,0.8406101470596774,0.11524525482168035,0.021566679734856948,0.00906231916034583,0.07971956821305008,0.0001115078843095853,9.428834164893691e-08,3.866727213171344e-05,0.0,0.0,0.0,0.0,0.0,0.0
65.8,6.556609988677436e-09,1.32391381603901e-07,0.00014635391496974857,0.8219743262488658,0.8406102191581312,0.11524288434523085,0.02156430122367153,0.009062319937613602,0.07971957505053325,0.00011150789387352666,9.428834973597727e-08,3.866727544817424e-05,0.0,0.0,0.0,0.0,0.0,0.0
68.8,6.556610551980275e-09,1.3239139297814097e-07,0.00014635392754356038,0.8219743968677553,0.8406102913780998,0.11524050987376727,0.021561918703930347,0.009062320716191466,0.07971958189954002,0.00011150790345358744,9.428835783664463e-08,3.8667278770224455e-05,0.0,0.0,0.0,0.0,0.0,0.0
71.8,6.556611092702139e-09,1.3239140389642128e-07,0.00014635393961332793,0.8219744646557516,0.8406103607029913,0.11523823058765104,0.02155963169216734,0.009062321463558483,0.07971958847399108,0.00011150791264961279,9.42883656125824e-08,3.866728195910419e-05,0.0,0.0,0.0,0.0,0.0,0.0
74.8,6.556611592603422e-09,1.323914139904521e-07,0.00014635395077191394,0.8219745273262534,0.8406104247943658,0.11523612337100701,0.02155751733310558,0.009062322154504783,0.0797195945521197,0.00011150792115140621,9.428837280149189e-08,3.866728490724701e-05,0.0,0.0,0.0,0.0,0.0,0.0
77.8,6.556612039571709e-09,1.3239142301565572e-07,0.00014635396074895291,0.8219745833607601,0.8406104820992931,0.11523423928143312,0.0215556268574045,0.009062322772288843,0.07971959998665332,0.00011150792875296856,9.428837922918868e-08,3.866728754321922e-05,0.0,0.0,0.0,0.0,0.0,0.0
